"","X","DATE","Month","..MAX","..MIN","AW","SLP","MSP","DPT","RH","VP","Cat","..R.F"
"18",18,1969-01-18,"Jan",-0.271371831647427,-2.0748231859973,-0.543742225947896,0.176268135854396,0.545339231959251,-1.96819642628578,-1.19750487473369,-2.14823234104141,1,0
"19",19,1969-01-19,"Jan",-0.396648476005993,-2.05486794217804,-0.543742225947896,0.142397351506287,0.496758336859902,-1.55284726694896,-1.15078475248514,-2.37162857533759,1,0
"20",20,1969-01-20,"Jan",-0.296427256097629,-1.3165231596327,-0.724262136120224,0.605219985315738,0.772063254702328,-1.07074554567446,-0.963904263490973,-2.21106253193721,1,0
"21",21,1969-01-21,"Jan",-0.471814749356595,-1.21674684538231,-0.363222315775567,0.76326067924958,0.950196498136469,-0.818569218259983,-0.496703041005548,-2.37162857533759,1,0
"22",22,1969-01-22,"Jan",-0.572035969264962,-1.19679169671716,-0.724262136120224,0.593934317137773,0.81254898132005,-0.811152240408496,-0.590143285502633,-2.29483611979828,1,0
"23",23,1969-01-23,"Jan",-0.647201764723126,-1.39634432521794,-0.543742225947896,0.345594497966203,0.626310685194695,-0.952074324451937,-0.660223468875447,-2.33672291372881,1,0
"24",24,1969-01-24,"Jan",-0.471814749356595,-1.53603112710685,-0.724262136120224,0.503621412085729,0.739672696566233,-0.981742165124338,-0.660223468875447,-2.2599304581895,1,0
"25",25,1969-01-25,"Jan",-0.0709293918306965,-1.63580744135723,-0.543742225947896,0.153683019684252,0.488663168378275,-1.69376928025885,-1.03398444686379,-2.33672291372881,1,0
"26",26,1969-01-26,"Jan",-0.321482680547829,-1.55598627577199,-0.724262136120224,-0.263983161599228,0.164777355436501,-1.79760658114518,-1.22086493585796,-2.18313800265019,1,0
"27",27,1969-01-27,"Jan",-0.346538104998029,-1.25665733302084,0.178337414741418,-0.613921554000704,-0.110527562405925,-1.16716590407607,-0.800383835621074,-1.98068516531927,1,0
"28",28,1969-01-28,"Jan",-0.822589257982094,-2.23446532685956,0.539377235086076,-0.27526882977709,0.172872523918128,-1.3229218023554,-0.753663713372532,-2.37162857533759,1,0
"29",29,1969-01-29,"Jan",-0.647201764723126,-1.71562841663426,-0.904782046292553,0.0972408989803164,0.464367778723807,-1.95336253247466,-1.38438536372785,-2.14823234104141,1,0
"30",30,1969-01-30,"Jan",-0.546980544814762,-1.63580744135723,-0.904782046292553,-0.00435767424969293,0.342910598870642,-2.03494897496091,-1.47782560822494,-2.18313800265019,1,0
"31",31,1969-01-31,"Jan",0.02929182807767,-1.75553890427277,-0.182702405603239,-0.0607997949536287,0.359110820043502,-2.10911847054161,-1.24422499698223,-1.89691157745821,1,0
"32",32,1969-02-01,"Feb",0.179623896886436,-1.55598627577199,-0.363222315775567,0.131111683328322,0.464367778723807,-1.19683367401493,-0.940544202366702,-2.16917573800667,1,0
"33",33,1969-02-02,"Feb",-0.346538104998029,-1.61585210238387,-0.363222315775567,0.018227441920451,0.342910598870642,-0.840820151814442,-0.449982918757006,-2.14823234104141,1,0
"34",34,1969-02-03,"Feb",0.179623896886436,-0.95732839026967,-0.182702405603239,0.164968687862114,0.488663168378275,-0.736982744827804,-0.426622857632734,-2.16917573800667,1,0
"35",35,1969-02-04,"Feb",0.0543472525278697,-1.41629947388309,0.539377235086076,0.30043804544013,0.626310685194695,-1.45642690854735,-0.91718414124243,-1.97370403299752,1,0
"36",36,1969-02-05,"Feb",-0.74742346252393,-1.91518104513504,0.178337414741418,0.334295049973921,0.682996632985276,-2.30195916524059,-1.52454573047348,-2.14823234104141,1,0
"37",37,1969-02-06,"Feb",-0.847644682432294,-1.51607578813348,-0.724262136120224,0.435893623203931,0.626310685194695,-1.82727438645081,-1.45446554710067,-2.37162857533759,1,0
"38",38,1969-02-07,"Feb",-0.146095187288861,-1.19679169671716,-0.724262136120224,0.876144920657452,0.885425266073885,-1.48609467848621,-1.38438536372785,-2.37162857533759,1,0
"39",39,1969-02-08,"Feb",0.380066336703165,-0.95732839026967,-0.904782046292553,1.31639621811097,1.26598714259662,-1.61959978467816,-1.45446554710067,-2.21106253193721,1,0
"40",40,1969-02-09,"Feb",0.179623896886436,-0.997239068216388,-0.543742225947896,1.12448473982902,1.10404423612573,-1.30067093953448,-1.2675850581065,-2.29483611979828,1,0
"41",41,1969-02-10,"Feb",0.204678843444173,-1.11697053113192,-0.543742225947896,0.526206528255873,0.666796411812416,-1.27100316959562,-1.1040646302366,-2.33672291372881,1,0
"42",42,1969-02-11,"Feb",0.430177185603569,-1.05710470452006,-0.543742225947896,-0.0156433424275551,0.21335825053585,-1.15974892622458,-1.15078475248514,-2.02955309157156,1,0
"43",43,1969-02-12,"Feb",0.380066336703165,-0.95732839026967,-0.182702405603239,-0.0156433424275551,0.270034314116807,-1.45642690854735,-1.31430518035504,-1.98068516531927,1,0
"44",44,1969-02-13,"Feb",-0.371593529448231,-1.35643364727122,0.358857324913747,-0.117241915657564,0.221453419017477,-0.76665065623375,-0.566783224378362,-2.16917573800667,1,0
"45",45,1969-02-14,"Feb",-0.446759324906395,-1.71562841663426,0.178337414741418,0.108526567158179,0.464367778723807,-0.870487921753301,-0.473342979881277,-2.18313800265019,1,0
"46",46,1969-02-15,"Feb",-0.396648476005993,-1.71562841663426,-0.363222315775567,0.164968687862114,0.529148894995997,-0.759233678382263,-0.403262796508463,-2.27389272283301,1,0
"47",47,1969-02-16,"Feb",-0.271371831647427,-0.558223133268116,0.539377235086076,0.379451502499995,0.618215516713068,-0.240047209317426,0.0639384259769614,-1.9457795037105,1,0
"48",48,1969-02-17,"Feb",-0.196206036189263,-1.21674684538231,-0.182702405603239,0.560063532789664,0.715377306911747,-0.76665065623375,-0.566783224378362,-2.37162857533759,1,0
"49",49,1969-02-18,"Feb",0.0794021990856066,-0.95732839026967,-0.182702405603239,0.289152377262268,0.553434400440859,-1.21908453683584,-0.91718414124243,-2.14823234104141,1,0
"50",50,1969-02-19,"Feb",0.355011390145405,-0.638044298853359,-0.182702405603239,0.22141080856605,0.399596546661223,-1.48609467848621,-1.33766524147931,-2.14823234104141,1,0
"51",51,1969-02-20,"Feb",0.304900541245002,-0.478402157991087,-0.363222315775567,0.210125140388188,0.35100576735225,-1.36000655014574,-1.2675850581065,-2.18313800265019,1,0
"52",52,1969-02-21,"Feb",0.530398883404398,-1.27661267199419,-0.543742225947896,0.289152377262268,0.423882052106086,-1.5750980944031,-1.40774542485213,-2.14823234104141,1,0
"53",53,1969-02-22,"Feb",0.755896269778864,-1.81540473088465,-0.182702405603239,0.108526567158179,0.334815430389015,-1.79760658114518,-1.47782560822494,-2.14823234104141,1,0
"54",54,1969-02-23,"Feb",0.455232132161305,-1.1369258701053,-0.182702405603239,0.018227441920451,0.197167913572614,-1.81244048379799,-1.5946259138463,-2.16917573800667,1,0
"55",55,1969-02-24,"Feb",0.605564678862538,-1.43625481285647,-0.00218249543091017,0.266567261092124,0.472462947205416,-1.28583705456505,-1.17414481360941,-2.27389272283301,1,0
"56",56,1969-02-25,"Feb",0.229734745786839,-0.697910125465223,-0.363222315775567,0.289152377262268,0.472462947205416,-0.536725191640193,-0.636863407751176,-2.16917573800667,1,0
"57",57,1969-02-26,"Feb",0.279845594687265,-0.61808895987998,-0.00218249543091017,0.830988468131481,0.934006161173215,-0.736982744827804,-0.660223468875447,-2.14823234104141,1,0
"58",58,1969-02-27,"Feb",0.129513047986033,-0.977283729243029,-0.363222315775567,0.943872709539352,1.01497761440866,-0.536725191640193,-0.496703041005548,-2.14823234104141,1,0
"59",59,1969-02-28,"Feb",0.154568950328699,-0.478402157991087,-0.363222315775567,0.71810422672361,0.731577528084606,-0.558975983727556,-0.963904263490973,-1.92483610674523,1,0
"60",60,1969-03-01,"Mar",0.304900541245002,-0.27884952949031,0.358857324913747,0.492335743907867,0.569634621613719,-0.499640443849848,-0.800383835621074,-2.14823234104141,1,0
"61",61,1969-03-02,"Mar",0.530398883404398,-0.478402157991087,-0.363222315775567,0.503621412085729,0.561539453132111,-0.788901448321123,-1.08070456911233,-2.37162857533759,1,0
"62",62,1969-03-03,"Mar",0.755896269778864,0.0404347522342141,-0.182702405603239,0.36816583432203,0.383396325488364,-0.551559005876079,-1.1040646302366,-2.14823234104141,1,0
"63",63,1969-03-04,"Mar",1.13172620285454,0.359719033958758,-0.00218249543091017,0.289152377262268,0.31862509342578,-0.254881023553311,-0.893824080118159,-2.1971002672937,1,0
"64",64,1969-03-05,"Mar",0.680730474320701,0.0803450495645053,-1.08530195646488,0.243995924736194,0.326720261907388,-0.254881023553311,-0.753663713372532,-2.16917573800667,1,0
"65",65,1969-03-06,"Mar",0.831062065237004,-0.119207578936271,-0.363222315775567,0.142397351506287,0.21335825053585,-0.863070943901815,-1.15078475248514,-2.14823234104141,1,0
"66",66,1969-03-07,"Mar",1.38227949157167,0.239987380734991,0.178337414741418,0.164968687862114,0.245748808671945,-1.66410151031999,-1.61798597497057,-2.14823234104141,1,0
"67",67,1969-03-08,"Mar",1.4323903404721,0.419584670262408,-0.182702405603239,0.0972408989803164,0.237653640190336,-1.38967439081814,-1.45446554710067,-2.14823234104141,1,0
"68",68,1969-03-09,"Mar",1.35722454501396,0.120255727511243,-0.182702405603239,0.210125140388188,0.205263082054223,-1.69376928025885,-1.75814634171619,-2.1342700763979,1,0
"69",69,1969-03-10,"Mar",1.53261203827293,-0.478402157991087,0.178337414741418,0.187553804032258,0.21335825053585,-1.61218284219345,-1.71142621946765,-2.14823234104141,1,0
"70",70,1969-03-11,"Mar",1.53261203827293,-0.398581182714058,-0.00218249543091017,0.266567261092124,0.294329703771293,-1.26358619174413,-1.50118566934921,-2.16917573800667,1,0
"71",71,1969-03-12,"Mar",-0.847644682432294,0.834654122319376,-0.525690252146383,0.0859552308023516,0.124291628818779,-1.1523319483731,-1.54790579159775,-2.14823234104141,2,1.83999991416931
"72",72,1969-03-13,"Mar",1.53261203827293,-0.657999447518505,0.539377235086076,-0.00435767424969293,0.0514153440649625,-0.796318426172609,-1.31430518035504,-2.16917573800667,1,0
"73",73,1969-03-14,"Mar",1.53261203827293,-0.0792969009895336,-0.00218249543091017,-0.184969704539362,-0.0538514988249675,-0.551559005876079,-1.17414481360941,-2.14823234104141,1,0
"74",74,1969-03-15,"Mar",1.55766698483067,-0.0194312646858831,-0.00218249543091017,0.232710256558332,0.31862509342578,-0.714731952740431,-0.91718414124243,-2.15521347336316,1,0
"75",75,1969-03-16,"Mar",1.00644955849597,-0.35867050476734,0.719897145258404,0.345594497966203,0.36720598852511,-1.29325403241654,-1.5946259138463,-1.95974176835401,1,0
"76",76,1969-03-17,"Mar",0.881172914137406,-0.757775761768893,0.900417055430733,0.018227441920451,0.172872523918128,-0.981742165124338,-1.08070456911233,-1.95974176835401,1,0
"77",77,1969-03-18,"Mar",0.856117967579695,-0.478402157991087,0.539377235086076,-0.128527583835427,0.0919010706826843,-0.0175387225753508,-0.309822552011378,-1.96672290067576,1,0
"78",78,1969-03-19,"Mar",0.279845594687265,-0.478402157991087,0.539377235086076,-0.0720854631314908,0.116196460337171,-0.38838620047881,-0.683583529999718,-2.18313800265019,1,0
"79",79,1969-03-20,"Mar",0.480288034503972,-0.877507414992641,0.178337414741418,-0.0269290106055199,0.116196460337171,-0.751816700530777,-1.15078475248514,-1.95974176835401,1,0
"80",80,1969-03-21,"Mar",0.806007118679267,-0.498357496964446,0.178337414741418,-0.0269290106055199,0.0838059022010575,-0.410636992566172,-0.91718414124243,-2.1971002672937,1,0
"81",81,1969-03-22,"Mar",1.2820587495558,-0.318760017128815,0.358857324913747,0.0746695626243867,0.116196460337171,-0.45513871820801,-1.1040646302366,-1.95974176835401,1,0
"82",82,1969-03-23,"Mar",1.48250118937253,0.000524074287495424,0.539377235086076,0.210125140388188,0.140481965782033,-0.759233678382263,-1.1040646302366,-1.96672290067576,1,0
"83",83,1969-03-24,"Mar",1.33216864267127,0.0603900912075926,0.358857324913747,0.0295131100984158,0.0514153440649625,-0.989159072242283,-1.2675850581065,-2.18313800265019,1,0
"84",84,1969-03-25,"Mar",1.70799857574697,0.479450306566059,0.358857324913747,0.11982601515046,0.0838059022010575,-1.1819997890455,-1.57126585272202,-1.92483610674523,1,0
"85",85,1969-03-26,"Mar",1.4323903404721,0.31980835601202,0.719897145258404,-0.105942467665283,-0.0457464461337164,-0.989159072242283,-1.45446554710067,-1.92483610674523,1,0
"86",86,1969-03-27,"Mar",1.30711369611353,0.439540009235768,0.539377235086076,-0.286568277769372,-0.23198474225909,-0.848236988198842,-1.50118566934921,-1.92483610674523,1,0
"87",87,1969-03-28,"Mar",1.6328327802888,0.798734588290602,0.719897145258404,-0.184969704539362,-0.12671789936916,-0.440304762505041,-1.17414481360941,-1.89691157745821,1,0
"88",88,1969-03-29,"Mar",1.23194790065539,0.579226620816447,-0.00218249543091017,-0.297853945947234,-0.256280131913577,-0.26971497925628,-1.17414481360941,-1.8829493128147,1,0
"89",89,1969-03-30,"Mar",1.55766698483067,0.259942719708369,-0.00218249543091017,-0.241411825243298,-0.215794405295855,0.0492137951538641,-1.01062438573952,-2.18313800265019,1,0
"90",90,1969-03-31,"Mar",1.88338606900594,0.619137298763185,0.178337414741418,-0.230126157065436,-0.240079910740717,0.0788817065598018,-1.12742469136087,-2.30879838444179,1,0
"91",91,1969-04-01,"Apr",1.90844197134863,0.559271662459534,0.358857324913747,-0.365581734829134,-0.377737311766742,-1.55284726694896,-1.87494664733755,-1.92483610674523,1,0
"92",92,1969-04-02,"Apr",2.08382850882267,0.559271662459534,0.358857324913747,-0.320425282303163,-0.272470468876812,-0.744399722679291,-1.50118566934921,-2.14823234104141,1,0
"93",93,1969-04-03,"Apr",1.9585518644641,0.31980835601202,0.358857324913747,-0.42202385553307,-0.353441922112255,-0.499640443849848,-1.33766524147931,-2.16917573800667,1,0
"94",94,1969-04-04,"Apr",1.9585518644641,0.200076702788272,0.539377235086076,-0.0720854631314908,-0.0214609406888542,0.145634224289017,-0.73030365224826,-1.9457795037105,1,0
"95",95,1969-04-05,"Apr",1.88338606900594,0.559271662459534,0.178337414741418,0.0633838944465246,0.0352250071017272,-0.0842912403045507,-0.73030365224826,-1.93181723906698,1,0
"96",96,1969-04-06,"Apr",2.10888441116536,0.200076702788272,-0.00218249543091017,0.243995924736194,0.124291628818779,-0.0842912403045507,-1.17414481360941,-2.1342700763979,1,0
"97",97,1969-04-07,"Apr",2.1840502066235,0.579226620816447,0.539377235086076,0.0520844464542428,-0.0295561091704811,-1.04107770500206,-1.68806615834338,-1.95974176835401,1,0
"98",98,1969-04-08,"Apr",2.03371861570719,0.679002935066836,0.539377235086076,0.0520844464542428,-0.0376512776521079,-0.647979435011225,-1.45446554710067,-2.1342700763979,1,0
"99",99,1969-04-09,"Apr",1.83327522010553,0.639092637736544,0.178337414741418,0.22141080856605,0.132386797300406,0.145634224289017,-0.987264324615244,-2.0086096946063,1,0
"100",100,1969-04-10,"Apr",1.90844197134863,0.399629331289049,0.539377235086076,-0.162384588369218,-0.118622730887552,-0.165877713736734,-0.800383835621074,-2.14823234104141,1,0
"101",101,1969-04-11,"Apr",1.68294362918923,0.758824290960311,0.178337414741418,-0.128527583835427,-0.0133657722072457,0.457146020847669,-0.356542674259921,-2.14823234104141,1,0
"102",102,1969-04-12,"Apr",1.70799857574697,0.778779249317224,0.900417055430733,0.0746695626243867,0.0595105125465894,0.175301994227871,-0.73030365224826,-1.93181723906698,1,0
"103",103,1969-04-13,"Apr",2.0086627133645,0.83864526623732,0.900417055430733,-0.0720854631314908,-0.0781370042698297,-0.232630231465934,-1.1040646302366,-1.92483610674523,1,0
"104",104,1969-04-14,"Apr",1.75810942464737,1.23775052323887,0.719897145258404,-0.455894639881179,-0.482994270447048,-0.566392961579048,-1.50118566934921,-1.92483610674523,1,0
"105",105,1969-04-15,"Apr",2.20910515318123,1.1778845063188,1.08093696560306,-0.557479433296769,-0.507289660101516,-0.588643753666425,-1.40774542485213,-1.92483610674523,1,0
"106",106,1969-04-16,"Apr",2.1840502066235,0.83864526623732,1.26145687577539,-0.828404368638585,-0.742108851326238,-0.536725191640193,-1.47782560822494,-1.9457795037105,1,0
"107",107,1969-04-17,"Apr",2.0086627133645,1.19783984529216,1.62249669612005,-0.941288610046456,-0.758299188289473,-0.966908209421366,-1.57126585272202,-1.92483610674523,1,0
"108",108,1969-04-18,"Apr",1.65788868263149,0.0603900912075926,1.44197678594772,-0.534908096940942,-0.426318206866072,-1.27100316959562,-2.01510701408318,-1.95974176835401,1,0
"109",109,1969-04-19,"Apr",1.55766698483067,0.220032041761631,0.719897145258404,-0.455894639881179,-0.272470468876812,-0.143626780182274,-0.683583529999718,-1.9457795037105,1,0
"110",110,1969-04-20,"Apr",1.60777783373109,0.239987380734991,0.900417055430733,-0.692948790874784,-0.515384828583143,-0.373552244775826,-1.22086493585796,-1.9457795037105,1,0
"111",111,1969-04-21,"Apr",1.65788868263149,0.439540009235768,0.900417055430733,-0.331710950481026,-0.248175079222325,0.08629854294421,-0.777023774496803,-2.02257195924981,1,0
"112",112,1969-04-22,"Apr",1.33216864267127,0.798734588290602,1.08093696560306,-0.331710950481026,-0.264375300395185,-0.26971497925628,-1.1040646302366,-1.9457795037105,1,0
"113",113,1969-04-23,"Apr",1.35722454501396,0.120255727511243,1.08093696560306,-0.388153071184961,-0.280565637358439,-0.425470948269156,-1.22086493585796,-1.92483610674523,1,0
"114",114,1969-04-24,"Apr",1.48250118937253,0.459495348209146,0.900417055430733,-0.343010398473307,-0.321051363976161,-0.76665065623375,-1.52454573047348,-1.97370403299752,1,0
"115",115,1969-04-25,"Apr",1.75810942464737,0.359719033958758,0.539377235086076,-0.343010398473307,-0.38583248024835,-1.3525896430278,-1.80486646396474,-1.49200590279638,1,0
"116",116,1969-04-26,"Apr",2.1840502066235,0.339763694985379,0.178337414741418,-0.410738187355105,-0.434413375347699,-1.19683367401493,-1.78150640284047,-1.9457795037105,1,0
"117",117,1969-04-27,"Apr",2.30932685098206,0.220032041761631,0.178337414741418,-0.534908096940942,-0.458708765002185,-1.04107770500206,-1.52454573047348,-2.14823234104141,1,0
"118",118,1969-04-28,"Apr",2.0086627133645,0.619137298763185,0.900417055430733,-0.534908096940942,-0.38583248024835,-0.529308213788702,-1.1040646302366,-1.98068516531927,1,0
"119",119,1969-04-29,"Apr",1.40733539391436,0.439540009235768,1.26145687577539,-0.67036367470464,-0.474899101965421,-0.121375988094897,-0.893824080118159,-1.99464742996279,1,0
"120",120,1969-04-30,"Apr",1.0565604073964,0.479450306566059,1.9835365164647,-0.591350217644877,-0.369632259075491,0.390393644585553,-0.309822552011378,-1.99464742996279,1,0
"121",121,1969-05-01,"May",1.08161535395414,0.778779249317224,1.9835365164647,-0.67036367470464,-0.426318206866072,-0.514474258085733,-0.800383835621074,-1.99464742996279,1,0
"122",122,1969-05-02,"May",0.780952172121531,0.37967399231567,1.44197678594772,-0.783247916112511,-0.515384828583143,0.0492137951538641,-0.590143285502633,-1.98068516531927,1,0
"123",123,1969-05-03,"May",0.755896269778864,0.479450306566059,0.719897145258404,-0.162384588369218,-0.14291812054202,-0.796318426172609,-1.40774542485213,-1.91785497442347,1,0
"124",124,1969-05-04,"May",1.23194790065539,0.239987380734991,0.178337414741418,-0.0607997949536287,-0.118622730887552,-1.0781624527924,-1.73478628059192,-2.23898706122423,1,0
"125",125,1969-05-05,"May",1.70799857574697,0.459495348209146,-0.00218249543091017,-0.1736840363615,-0.199594184122995,-1.14491504125515,-1.73478628059192,-2.3227606490853,1,0
"126",126,1969-05-06,"May",1.90844197134863,0.659047976709923,-0.00218249543091017,-0.42202385553307,-0.442508543829326,-0.699897997037458,-1.54790579159775,-1.92483610674523,1,0
"127",127,1969-05-07,"May",2.05877356226493,1.21779518426552,1.62249669612005,-0.613921554000704,-0.547775386719238,-0.403220014714695,-1.29094511923077,-1.92483610674523,1,0
"128",128,1969-05-08,"May",1.9585518644641,1.63685578024043,2.88613606732635,-0.760676579756684,-0.685422903535657,-0.722148930591917,-1.5946259138463,-1.93181723906698,1,0
"129",129,1969-05-09,"May",2.0086627133645,1.35748217646262,1.9835365164647,-0.738105243400857,-0.644937176917935,-0.143626780182274,-1.12742469136087,-1.92483610674523,1,0
"130",130,1969-05-10,"May",1.98360776680679,0.958376919461088,1.44197678594772,-0.534908096940942,-0.458708765002185,0.153051202140494,-0.613503346626904,-1.92483610674523,1,0
"131",131,1969-05-11,"May",2.23416105552392,0.718913613013573,1.44197678594772,-0.81711870046062,-0.709718293190125,-0.20296246152708,-1.17414481360941,-1.92483610674523,1,0
"132",132,1969-05-12,"May",2.03371861570719,1.0381978947381,1.80301660629238,-1.0993293039803,-0.879756368142639,0.0714647287083249,-0.963904263490973,-1.92483610674523,1,0
"133",133,1969-05-13,"May",1.60777783373109,0.978331877818001,1.9835365164647,-1.08804363580233,-0.823080304561682,0.256888467660054,-0.590143285502633,-1.95974176835401,1,0
"134",134,1969-05-14,"May",1.2068919983127,0.698958274040214,1.44197678594772,-1.14448575650627,-0.823080304561682,0.167885016376379,-0.496703041005548,-1.96672290067576,1,0
"135",135,1969-05-15,"May",1.2820587495558,0.878555563567612,1.26145687577539,-0.81711870046062,-0.628746839954681,-0.403220014714695,-0.91718414124243,-1.9457795037105,1,0
"136",136,1969-05-16,"May",1.53261203827293,0.898510902540992,0.900417055430733,-0.918717273690527,-0.280565637358439,-1.56026420943367,-1.89830670846182,-2.16917573800667,1,0
"137",137,1969-05-17,"May",2.15899526006576,1.3175714985159,0.900417055430733,-0.997730730750392,-0.912146926278734,-1.1523319483731,-1.85158658621328,-2.11332667943263,1,0
"138",138,1969-05-18,"May",2.13393935772307,1.05815323371146,1.62249669612005,-1.73147829990156,-1.47085193044554,-1.34517266517631,-1.85158658621328,-1.92483610674523,1,0
"139",139,1969-05-19,"May",2.48471434424106,0.99828721679138,1.26145687577539,-1.62987972667155,-1.24412790770213,0.08629854294421,-0.777023774496803,-1.95974176835401,1,0
"140",140,1969-05-20,"May",1.35722454501396,0.878555563567612,2.52509624698169,-0.930002941868492,-0.669232566572403,0.872495365860049,-0.00614175739585229,-1.96672290067576,1,0
"141",141,1969-05-21,"May",0.956338709595571,1.21779518426552,2.34457633680936,-0.636506670170848,-0.442508543829326,0.738990047467453,-0.0995820018929372,-1.98068516531927,1,0
"142",142,1969-05-22,"May",1.40733539391436,1.11801887001513,2.16405642663703,-1.06545851963219,-0.839270641524917,0.916996950034789,-0.0528618796443948,-1.9457795037105,1,0
"143",143,1969-05-23,"May",1.70799857574697,1.23775052323887,2.52509624698169,-1.35896857114415,-1.05788961157676,0.909580113650395,-0.0995820018929372,-1.9457795037105,1,0
"144",144,1969-05-24,"May",1.55766698483067,1.35748217646262,2.70561615715402,-1.50570981708581,-1.2279375707389,1.01341723770286,-0.0528618796443948,-1.92483610674523,1,0
"145",145,1969-05-25,"May",2.05877356226493,1.3175714985159,2.88613606732635,-1.41541069184809,-1.1307658963306,1.0430851491088,-0.076221940768666,-1.95974176835401,1,0
"146",146,1969-05-26,"May",2.03371861570719,1.25770586221223,2.52509624698169,-1.07675796762447,-0.83117547304329,0.635152923414991,-0.309822552011378,-1.99464742996279,1,0
"147",147,1969-05-27,"May",1.53261203827293,1.15792954796184,2.70561615715402,-0.9638737262166,-0.734003798634987,0.308807029686285,-0.496703041005548,-1.95974176835401,1,0
"148",148,1969-05-28,"May",1.23194790065539,1.1778845063188,3.06665597749868,-1.12190064033613,-0.847365810006544,0.568400264218707,-0.356542674259921,-1.96672290067576,1,0
"149",149,1969-05-29,"May",1.2068919983127,1.3175714985159,3.247175887671,-1.0316015150984,-0.750204019807847,0.924413786419182,-0.0295018185201235,-1.99464742996279,1,0
"150",150,1969-05-30,"May",0.981394611938262,1.41734781276629,3.42769579784333,-1.06545851963219,-0.790689746425568,0.82057666236672,-0.14630212414148,-1.98068516531927,1,0
"151",151,1969-05-31,"May",1.15678210519723,1.3175714985159,2.70561615715402,-1.24608432973628,-0.944537484414847,0.976332489912512,0.0172183037284189,-1.98068516531927,1,0
"152",152,1969-06-01,"Jun",1.30711369611353,1.09806353104177,2.34457633680936,-1.20092787721021,-0.912146926278734,0.486813932253607,-0.520063102129819,-1.9457795037105,1,0
"153",153,1969-06-02,"Jun",1.60777783373109,1.15792954796184,1.9835365164647,-1.17834276104006,-0.895946705105874,0.672237671205337,-0.309822552011378,-1.99464742996279,1,0
"154",154,1969-06-03,"Jun",1.40733539391436,0.599181959789826,1.26145687577539,-1.13320008832841,-0.685422903535657,1.16917334818282,1.02170093207208,-2.10634554711087,3,9
